Temperatura_C,Humedad_Aire_PCT,Humedad_Suelo_PCT,Luz_Analog,Nivel_Tanque_PCT,Bomba_Agua,Luz_UV_PWM
21.3,63.0,44.1,3067,92.2,1,64
29.4,76.0,6.6,2964,92.6,1,70
19.8,74.1,40.1,2486,79.9,1,100
23.2,63.8,76.5,3063,98.2,0,64
29.3,67.3,91.5,3128,80.7,0,60
23.0,62.1,41.3,497,1.0,0,224
25.7,72.6,42.4,3685,28.8,0,25
22.8,62.4,70.3,2216,3.1,0,117
21.3,79.7,94.3,988,9.4,0,193
29.8,75.6,26.7,1605,21.9,0,155
22.9,67.8,44.0,3921,50.4,1,10
28.7,71.6,79.6,2608,84.8,0,92
20.8,78.2,61.0,2475,86.2,0,100
20.6,71.1,11.1,418,61.6,1,228
18.4,63.5,62.8,1370,92.8,0,169
25.8,67.6,18.7,3588,50.0,1,31
22.4,76.9,51.0,2502,88.9,0,99
28.4,72.9,52.9,713,45.4,0,210
23.7,73.0,87.6,2249,27.7,0,114
29.6,77.3,46.2,178,91.6,1,243
20.2,77.9,27.9,2104,38.8,0,123
28.4,78.4,23.1,3769,50.3,1,20
27.3,61.9,87.4,3675,32.9,0,26
27.3,70.9,17.1,3875,66.3,1,13
28.1,74.8,42.6,1929,99.5,1,134
27.1,75.1,18.7,945,2.6,0,196
25.5,72.1,77.3,2018,90.0,0,129
19.6,63.3,47.4,2548,0.4,0,96
18.4,75.9,35.1,738,36.4,0,209
29.1,74.4,36.1,1956,16.9,0,133
25.4,61.7,85.2,111,75.7,0,248
27.6,69.3,55.4,3219,5.1,0,54
23.8,63.5,71.8,3852,55.3,0,15
19.4,66.7,89.7,714,29.5,0,210
19.5,60.4,90.2,1401,13.4,0,167
26.2,68.0,32.9,2924,77.2,1,72
23.2,71.0,95.2,1938,21.7,0,134
20.4,72.4,2.5,3419,22.4,0,42
23.9,73.3,37.7,1381,27.5,0,169
18.8,76.7,89.6,3127,58.7,0,60
25.0,64.3,27.5,812,66.0,1,204
21.2,62.4,27.3,3387,1.8,0,44
27.6,77.0,30.3,3011,24.2,0,67
21.7,63.1,61.2,1208,43.1,0,179
23.5,79.5,43.8,3125,33.2,0,60
18.1,76.9,72.7,36,88.4,0,252
18.9,70.0,89.5,3794,78.8,0,18
22.7,79.6,67.4,1828,62.6,0,141
23.8,61.9,20.4,3060,33.8,0,64
25.2,66.1,93.3,3341,70.1,0,46
21.5,72.8,26.4,2910,84.4,1,73
26.3,67.0,15.0,2779,59.5,1,81
28.3,78.6,9.0,3579,78.4,1,32
27.4,61.3,56.3,1251,74.9,0,177
18.5,71.0,11.4,3499,57.2,1,37
23.8,71.8,13.9,3941,31.2,0,9
19.3,73.1,30.0,3794,74.6,1,18
20.9,65.1,28.2,809,20.7,0,204
29.8,67.3,60.4,3072,77.9,0,63
19.7,76.9,81.7,22,80.5,0,253
24.0,63.9,76.1,1526,82.2,0,159
25.4,76.5,26.2,3519,47.3,0,35
26.4,71.3,24.5,795,19.2,0,205
24.7,75.2,96.6,495,10.0,0,224
18.1,74.3,0.8,899,74.3,1,199
21.9,64.2,88.0,424,88.6,0,228
24.2,71.4,20.0,2747,65.1,1,83
19.1,77.4,94.7,2065,14.4,0,126
22.2,68.6,34.2,1982,93.5,1,131
18.4,79.3,44.0,1468,98.9,1,163
18.9,69.0,70.7,3632,43.3,0,28
22.8,62.9,58.8,3630,59.5,0,28
19.6,67.8,31.8,2674,77.7,1,88
24.8,79.0,55.4,3110,73.6,0,61
26.3,66.4,73.1,3800,96.8,0,18
27.6,77.4,4.2,1233,11.5,0,178
20.4,77.6,1.1,1797,58.1,1,143
20.0,67.0,45.8,2258,69.2,1,114
19.3,61.7,13.2,564,89.0,1,219
25.6,74.5,66.4,3019,87.4,0,67
26.5,66.2,21.4,1304,97.8,1,173
18.4,75.7,43.3,3938,51.2,1,9
29.2,68.9,19.8,1856,83.1,1,139
18.6,69.7,54.8,132,42.7,0,246
24.5,75.6,11.6,448,42.2,0,227
26.5,67.6,2.3,2311,25.3,0,111
28.5,68.9,5.1,1830,81.8,1,141
26.6,67.5,95.4,2158,98.6,0,120
27.6,67.3,14.2,3626,25.6,0,29
22.1,70.5,70.8,849,5.6,0,202
27.8,76.2,6.8,1261,81.6,1,176
19.0,67.2,10.8,3962,62.0,1,8
28.7,70.5,50.9,1480,96.0,0,162
24.6,73.4,46.5,900,25.2,0,198
27.8,65.4,95.2,758,7.1,0,207
23.4,65.6,94.5,1539,49.2,0,159
25.7,78.7,78.0,1899,8.5,0,136
24.3,74.5,60.2,2908,26.2,0,73
26.8,71.5,45.5,2944,12.6,0,71
19.0,73.0,35.6,861,22.4,0,201
18.7,60.6,94.7,1847,10.6,0,139
21.0,72.4,60.3,3244,95.4,0,52
19.9,70.2,57.9,2240,27.9,0,115
28.5,70.9,23.2,514,44.4,0,222
20.6,67.2,4.7,2837,89.9,1,78
29.7,61.6,94.5,967,67.7,0,194
22.0,63.9,31.4,1591,61.8,1,155
20.2,79.0,44.3,3857,70.6,1,14
27.5,68.2,11.5,3480,82.9,1,38
25.9,69.3,83.7,3759,87.8,0,20
24.0,61.1,2.8,3699,64.3,1,24
24.7,60.8,83.4,83,89.0,0,249
26.6,74.3,14.0,3742,53.5,1,21
20.7,70.8,88.7,797,27.7,0,205
30.0,70.2,73.0,2127,88.0,0,122
29.7,64.9,16.5,1601,54.1,1,155
25.8,74.9,56.6,3280,90.6,0,50
20.4,63.4,31.3,521,4.0,0,222
26.2,63.8,17.8,1222,39.8,0,178
18.9,69.2,85.9,1594,94.8,0,155
18.4,65.7,40.4,233,25.0,0,240
21.1,64.9,39.9,1842,94.2,1,140
23.6,72.9,17.0,2291,95.4,1,112
28.4,73.0,38.3,3962,88.2,1,8
26.7,76.5,87.2,1416,56.4,0,166
26.9,68.4,36.3,1589,64.7,1,156
23.1,61.5,95.2,1469,87.0,0,163
22.2,65.5,94.6,2896,77.6,0,74
22.5,79.6,14.5,392,63.0,1,230
29.9,71.9,17.7,8,98.2,1,254
18.5,74.2,86.3,612,68.6,0,216
28.4,60.1,39.3,1943,97.5,1,134
24.9,70.4,0.4,2854,5.7,0,77
23.3,60.8,27.4,714,13.9,0,210
26.7,71.4,59.8,1927,45.1,0,135
23.8,78.4,79.9,3224,38.5,0,54
28.5,79.4,13.3,109,78.3,1,248
28.8,70.8,11.1,833,16.1,0,203
23.1,69.2,92.2,265,97.6,0,238
21.3,78.9,75.1,1396,31.5,0,168
25.1,73.5,59.0,3223,42.9,0,54
28.9,61.3,76.9,2031,27.5,0,128
20.5,69.3,42.9,975,57.9,1,194
25.5,64.8,75.8,1618,5.9,0,154
25.6,69.4,37.2,954,15.0,0,195
26.8,69.1,24.4,3486,74.6,1,37
19.6,71.6,72.9,2954,18.7,0,71
26.6,67.1,42.0,1669,23.6,0,151
28.9,63.3,98.1,1349,79.3,0,170
20.2,70.1,34.9,2719,9.3,0,85
20.9,76.6,92.2,1574,43.7,0,156
29.7,73.3,93.3,2223,2.3,0,116
20.2,66.8,24.2,2572,34.7,0,94
28.3,78.7,79.8,3386,69.9,0,44
23.9,78.2,43.3,3138,9.0,0,59
21.0,64.2,91.8,2999,88.8,0,68
28.4,60.8,45.0,3831,90.9,1,16
23.3,74.8,74.4,3624,10.5,0,29
24.2,76.6,46.7,3255,99.1,1,52
22.3,79.4,22.8,1058,29.8,0,189
25.1,77.8,19.9,1957,8.4,0,133
20.0,72.0,42.5,2552,0.5,0,96
22.7,70.6,75.5,848,40.9,0,202
29.6,60.6,60.5,962,63.0,0,195
21.1,64.9,68.9,1825,33.2,0,141
25.9,69.2,28.2,3147,83.7,1,59
21.9,72.6,48.1,2519,71.7,1,98
27.3,71.1,4.4,3653,35.0,0,27
19.6,74.9,81.8,3817,73.4,0,17
29.6,65.6,99.0,2570,94.0,0,94
23.4,71.3,40.7,2927,9.3,0,72
20.8,61.8,1.1,3354,30.6,0,46
18.9,68.3,17.0,3887,46.3,0,12
20.0,75.0,65.3,3607,49.8,0,30
24.2,73.9,61.2,2321,54.2,0,110
22.0,79.8,78.8,3610,30.1,0,30
27.9,65.6,25.4,2101,66.7,1,124
23.2,70.0,76.4,3126,64.5,0,60
21.0,66.6,68.8,887,57.8,0,199
25.4,68.8,32.3,744,11.4,0,208
26.5,77.1,54.5,2324,47.7,0,110
20.0,73.7,14.7,3514,35.6,0,36
20.0,77.6,45.3,2930,49.1,0,72
18.4,64.1,88.1,1441,92.2,0,165
26.8,77.5,42.1,2679,48.1,0,88
26.0,61.2,84.0,1248,1.4,0,177
23.7,77.8,59.0,2617,43.9,0,92
28.1,66.6,19.2,3326,82.1,1,47
27.7,66.3,58.1,175,78.0,0,244
25.0,70.2,50.6,565,51.3,0,219
28.4,78.8,39.9,3217,25.0,0,54
20.5,61.0,12.0,2818,46.5,0,79
19.3,67.0,41.7,1687,56.4,1,149
21.2,77.1,7.3,1408,100.0,1,167
18.7,67.9,9.9,261,64.4,1,238
24.4,64.0,41.6,530,69.4,1,221
29.2,68.5,30.5,1877,49.1,0,138
18.5,67.7,92.6,1394,35.4,0,168
19.5,78.3,37.6,1706,81.3,1,148
23.4,75.2,75.8,2938,49.5,0,72
29.2,70.1,53.0,3975,99.5,0,7
21.8,79.8,70.4,1220,45.7,0,179
24.1,69.3,26.0,947,6.8,0,196
18.5,61.2,94.2,584,68.3,0,218
19.8,65.2,53.0,2862,4.7,0,76
29.8,68.7,83.1,1620,25.1,0,154
29.6,63.1,36.5,3355,35.4,0,46
18.1,79.0,10.0,2349,73.9,1,108
29.4,75.3,67.4,1155,49.4,0,183
25.7,65.4,0.8,3191,2.9,0,56
28.4,71.8,47.5,1751,61.7,1,145
23.5,74.4,19.3,3207,41.1,0,55
24.2,78.8,62.7,2675,92.2,0,88
23.9,77.6,97.9,2620,50.0,0,91
26.0,70.3,46.4,2576,70.9,1,94
19.7,75.5,81.7,2081,21.9,0,125
18.4,71.2,50.8,531,76.1,0,221
21.7,71.1,49.6,1231,72.1,1,178
26.5,62.3,93.0,1993,90.4,0,130
20.4,62.5,89.0,1697,3.4,0,149
26.1,70.6,78.6,3370,44.8,0,45
29.6,65.4,29.6,1545,67.9,1,158
19.1,60.4,54.5,3165,9.5,0,57
26.1,74.5,22.4,1437,41.1,0,165
23.3,60.6,44.4,370,94.2,1,231
28.4,71.9,48.4,408,43.6,0,229
20.1,70.8,83.2,1406,98.5,0,167
26.3,79.4,89.6,3512,5.7,0,36
28.1,69.7,41.5,1901,71.8,1,136
29.3,61.3,1.8,1470,58.1,1,163
26.2,71.0,86.2,3690,50.1,0,25
24.0,76.8,17.4,616,97.1,1,216
25.4,79.9,62.2,70,13.0,0,250
28.4,68.6,2.5,4014,89.6,1,5
24.8,66.4,40.0,83,69.1,1,249
18.4,78.1,98.6,2256,25.9,0,114
29.2,63.8,10.1,258,90.2,1,238
26.3,72.3,42.4,3310,42.9,0,48
26.1,68.1,30.7,1325,81.4,1,172
20.6,60.8,90.5,3303,38.9,0,49
25.9,66.9,86.9,931,85.1,0,197
22.7,65.3,23.8,2329,63.7,1,109
25.8,73.7,8.1,393,14.1,0,230
19.3,79.0,62.7,2465,65.0,0,101
25.9,65.4,33.6,3277,19.1,0,50
30.0,76.2,67.2,3335,41.2,0,47
18.6,61.1,3.2,1334,17.0,0,171
29.7,70.8,13.3,2906,2.2,0,74
22.9,61.4,68.6,1929,21.2,0,134
28.4,78.7,21.2,1720,53.6,1,147
27.4,75.3,85.8,625,48.2,0,216
24.8,73.2,5.9,3150,50.1,1,58
26.9,76.5,21.5,1892,24.8,0,137
28.5,73.0,99.9,3413,68.5,0,42
22.8,79.4,43.3,1836,70.4,1,140
21.9,74.3,70.3,561,35.8,0,220
26.0,78.5,18.3,2879,88.1,1,75
27.7,70.3,61.0,3166,64.4,0,57
27.1,62.3,72.6,1793,71.3,0,143
27.6,70.6,31.4,940,27.7,0,196
23.2,62.5,82.9,3422,0.1,0,41
27.8,71.8,60.3,2109,86.5,0,123
19.4,69.6,38.9,1165,82.2,1,182
24.5,72.5,55.8,1865,12.3,0,138
18.1,60.2,57.7,2781,37.4,0,81
21.9,63.9,16.6,1891,66.1,1,137
22.4,69.8,40.3,3182,65.2,1,56
22.8,79.0,34.3,1639,86.0,1,152
26.3,67.7,40.1,1550,14.0,0,158
22.7,68.5,76.1,781,43.0,0,206
23.4,74.3,48.3,1694,9.7,0,149
20.9,72.1,94.0,3228,39.0,0,53
22.5,66.0,29.4,2586,1.5,0,93
20.7,68.2,41.6,596,89.8,1,217
18.9,64.4,78.7,2056,52.7,0,126
25.2,79.3,54.6,2323,85.0,0,110
26.0,62.6,54.7,2274,6.0,0,113
25.4,67.4,5.3,2233,22.7,0,115
23.6,60.5,39.9,2638,25.9,0,90
22.6,64.4,27.1,3287,38.7,0,50
28.4,75.6,99.9,2480,80.3,0,100
24.2,64.0,30.8,2616,38.7,0,92
23.8,61.6,88.4,2703,20.5,0,86
18.3,69.5,67.6,355,6.5,0,232
22.1,60.2,34.1,2890,7.9,0,75
22.6,61.7,54.4,2040,76.0,0,127
22.8,76.2,84.1,391,44.5,0,230
25.0,75.4,88.3,578,72.6,0,219
24.4,78.3,16.0,3346,68.2,1,46
25.3,77.1,34.0,3565,13.5,0,33
27.2,73.7,33.5,1640,14.3,0,152
27.8,61.0,4.2,3522,75.5,1,35
26.6,75.7,59.8,2467,72.1,0,101
29.5,76.9,85.5,2008,37.8,0,129
18.2,76.0,38.2,1723,7.7,0,147
20.3,70.2,74.0,163,1.2,0,244
18.1,64.7,62.8,2826,28.8,0,79
25.8,76.9,37.6,3634,0.9,0,28
28.8,74.5,14.1,637,23.0,0,215
20.9,79.6,70.9,3663,42.0,0,26
29.1,63.1,85.5,3254,12.1,0,52
18.7,64.5,68.6,3381,10.4,0,44
29.2,64.2,1.8,2064,89.6,1,126
22.2,75.9,21.6,2493,58.5,1,99
19.2,63.7,6.9,169,93.4,1,244
23.8,61.3,57.0,3351,34.6,0,46
21.1,80.0,75.6,3984,67.7,0,6
21.4,60.5,11.1,3887,20.5,0,12
21.7,76.7,83.8,339,61.8,0,233
27.6,67.3,55.6,725,13.0,0,209
24.5,76.8,69.0,3781,0.2,0,19
21.7,71.1,97.1,3590,93.2,0,31
25.3,78.0,8.4,1933,55.5,1,134
26.6,78.5,90.1,1034,92.7,0,190
21.3,60.2,12.6,3595,33.4,0,31
23.0,61.5,39.3,1645,32.8,0,152
19.5,65.0,85.1,132,40.1,0,246
20.2,73.4,90.6,2948,70.6,0,71
26.2,77.8,50.6,2687,56.6,0,87
20.2,69.2,59.4,3219,92.5,0,54
24.3,72.1,70.8,3637,2.5,0,28
26.5,63.8,83.3,822,70.8,0,203
19.3,76.1,12.2,953,33.0,0,195
24.8,79.3,81.0,2126,18.0,0,122
21.1,65.4,48.1,345,51.0,1,233
29.6,69.9,45.1,608,50.5,1,217
23.8,61.7,42.4,3320,13.7,0,48
27.7,71.2,50.9,638,20.2,0,215
24.6,70.1,94.5,3613,40.8,0,30
18.5,62.9,54.8,1047,40.9,0,189
25.6,68.8,95.3,1494,31.8,0,161
29.4,66.7,18.0,1224,14.9,0,178
25.2,70.4,72.4,2178,0.4,0,119
27.8,71.7,81.2,3705,97.0,0,24
28.6,60.2,67.9,2403,94.3,0,105
20.7,75.2,60.7,2991,48.4,0,68
20.5,74.3,56.5,3910,99.5,0,11
25.3,67.3,86.1,149,67.4,0,245
22.9,61.1,82.2,1549,6.9,0,158
28.1,75.1,12.2,1327,11.8,0,172
28.8,79.1,84.9,1564,91.6,0,157
22.2,64.8,41.4,49,63.0,1,251
20.8,66.5,25.4,2511,84.3,1,98
27.4,63.7,87.0,3311,89.8,0,48
21.3,71.5,43.2,1505,44.8,0,161
27.9,63.1,80.8,3977,4.9,0,7
23.1,67.1,26.3,2502,18.8,0,99
26.0,73.9,0.4,4056,6.7,0,2
19.1,71.2,49.5,3354,18.9,0,46
25.5,67.7,10.0,334,41.1,0,234
23.4,68.4,75.4,1375,11.8,0,169
25.0,71.2,27.6,667,16.7,0,213
20.0,60.1,44.4,1672,44.6,0,150
26.8,61.6,8.7,2374,34.0,0,107
28.4,77.6,28.7,4090,46.8,0,0
20.6,61.6,78.1,1015,42.9,0,191
19.1,74.1,15.2,335,64.4,1,234
18.3,78.4,64.7,665,93.7,0,213
25.7,65.4,91.7,3042,10.8,0,65
25.3,67.4,68.0,80,9.9,0,250
24.6,71.4,81.1,2134,85.3,0,122
20.8,77.6,10.9,1799,50.6,1,142
22.7,78.8,25.1,257,76.6,1,238
25.1,74.8,89.5,990,21.5,0,193
24.0,61.7,71.5,184,82.9,0,243
29.9,73.4,64.0,1715,92.4,0,148
19.6,68.2,66.4,2745,63.5,0,84
26.3,69.4,41.4,122,10.6,0,247
22.9,61.0,4.5,3960,89.5,1,8
23.1,63.8,78.4,3167,79.2,0,57
26.6,75.8,67.9,604,75.1,0,217
26.3,69.1,47.3,2562,3.7,0,95
29.9,66.0,90.0,903,79.9,0,198
19.5,67.7,33.6,3514,13.8,0,36
19.2,77.1,29.4,1537,22.2,0,159
26.7,75.0,87.3,4062,57.7,0,2
24.9,65.4,79.7,1981,26.5,0,131
21.3,62.4,51.5,1394,66.1,0,168
19.0,65.0,13.1,2352,60.8,1,108
19.0,78.4,21.5,3428,10.8,0,41
28.7,71.6,65.6,3219,65.6,0,54
20.3,70.7,38.5,1308,92.4,1,173
21.9,71.9,83.6,2704,16.1,0,86
20.7,67.3,95.0,1865,59.7,0,138
22.3,76.1,80.6,3944,34.2,0,9
18.8,70.5,37.8,1941,46.0,0,134
24.2,62.3,78.9,2309,28.7,0,111
18.8,62.6,35.1,1597,35.4,0,155
27.6,70.7,16.7,490,2.9,0,224
20.8,78.7,3.3,2785,98.2,1,81
24.5,66.2,38.6,1054,62.5,1,189
28.6,77.4,90.4,701,50.1,0,211
25.8,75.3,23.9,2934,38.4,0,72
24.4,65.0,20.7,1291,53.9,1,174
21.9,60.7,97.0,2059,38.0,0,126
22.0,62.0,2.5,1214,36.0,0,179
26.0,74.6,78.6,1423,46.4,0,166
29.9,64.0,32.1,1560,27.6,0,157
25.9,67.4,3.7,1941,18.0,0,134
24.7,70.0,91.8,2138,55.7,0,121
26.8,74.5,14.0,599,84.3,1,217
23.6,62.3,55.2,3915,15.3,0,11
18.7,68.1,27.4,3572,3.3,0,32
24.7,69.7,6.5,1809,24.7,0,142
29.5,70.8,5.0,2348,98.0,1,108
20.1,76.4,11.6,1134,82.9,1,184
26.3,63.4,7.1,79,59.6,1,250
20.4,76.2,76.1,835,92.9,0,203
24.4,73.9,48.6,651,44.5,0,214
19.2,71.1,34.3,2480,98.3,1,100
23.4,74.0,41.8,416,29.6,0,229
27.1,68.2,92.9,3285,24.0,0,50
22.2,62.8,91.1,1470,63.8,0,163
26.0,73.3,71.6,2065,37.8,0,126
27.5,70.5,88.5,1077,62.6,0,187
29.1,72.8,32.0,1903,30.5,0,136
20.8,66.8,38.1,3680,61.8,1,25
22.8,78.1,61.4,3866,27.6,0,14
19.8,71.7,62.4,745,5.1,0,208
29.9,61.7,48.2,2002,91.2,1,130
29.1,69.0,40.1,239,88.3,1,240
24.5,75.1,98.6,2893,97.1,0,74
28.1,75.9,82.1,1944,71.7,0,133
24.3,69.9,43.5,2465,68.3,1,101
25.5,77.9,72.7,855,55.9,0,201
19.1,65.4,27.0,3557,12.6,0,33
27.1,68.2,10.0,3515,18.9,0,36
19.5,78.0,35.2,3637,28.9,0,28
27.9,77.9,40.3,2646,89.0,1,90
27.4,73.7,1.7,1796,17.3,0,143
26.5,77.2,81.5,1771,92.3,0,144
18.4,61.8,35.9,3194,52.3,1,56
21.6,77.3,58.0,419,71.6,0,228
21.2,66.4,7.4,3637,11.0,0,28
22.3,63.6,17.5,2263,26.9,0,114
19.1,64.8,89.0,3491,95.9,0,37
29.2,68.4,60.9,708,26.6,0,210
24.6,65.0,95.0,2598,29.7,0,93
21.7,66.4,99.9,3013,19.8,0,67
22.8,62.7,37.2,3948,12.9,0,9
23.4,65.9,29.9,3299,23.3,0,49
25.2,71.4,85.8,3308,64.2,0,49
24.2,68.8,99.9,1667,45.5,0,151
29.0,66.9,63.0,1353,55.4,0,170
24.0,74.9,79.5,2035,12.2,0,128
29.9,77.9,78.2,2880,80.2,0,75
28.2,75.1,35.5,3540,78.4,1,34
20.5,66.6,57.4,679,2.2,0,212
29.2,74.9,83.3,486,38.4,0,224
19.4,63.0,68.8,3620,6.9,0,29
27.8,62.6,2.1,3650,79.2,1,27
22.6,66.9,33.7,622,73.7,1,216
28.5,76.2,14.4,1438,90.2,1,165
28.4,64.9,23.3,218,23.6,0,241
27.7,61.3,90.5,2768,45.6,0,82
27.5,62.6,3.7,2428,18.4,0,103
21.7,77.2,22.0,2134,37.1,0,122
19.0,72.7,31.0,1484,52.2,1,162
22.8,65.1,61.7,2862,5.3,0,76
20.1,71.1,53.4,2458,71.5,0,101
26.3,70.6,21.8,690,54.3,1,212
22.2,73.1,16.4,3987,82.9,1,6
29.7,64.7,23.7,2029,27.2,0,128
25.7,77.3,50.3,1012,90.3,0,191
27.9,66.2,27.1,2572,99.9,1,94
19.6,73.9,94.8,446,91.9,0,227
28.3,60.3,46.4,2347,77.8,1,108
29.1,67.5,5.9,2455,81.2,1,102
23.8,67.0,72.9,3708,57.4,0,24
25.3,70.9,32.9,374,19.0,0,231
27.2,61.5,65.3,2280,67.7,0,113
20.1,75.8,28.0,3834,71.3,1,16
24.0,64.4,57.1,1922,98.5,0,135
22.8,73.5,77.2,637,54.1,0,215
19.8,76.1,92.8,1770,27.1,0,144
22.4,71.2,26.1,2697,68.4,1,87
18.8,74.8,33.5,3008,97.9,1,67
18.3,73.2,46.4,3120,17.7,0,60
19.6,67.1,92.7,3963,32.6,0,8
29.6,76.2,90.1,2233,54.2,0,115
24.6,65.9,9.0,3276,17.0,0,51
29.6,71.4,13.2,2125,2.2,0,122
23.2,74.9,49.6,1504,33.7,0,161
21.7,67.6,10.7,3457,86.5,1,39
24.1,66.1,34.6,193,4.3,0,242
23.3,69.2,14.8,3174,42.9,0,57
19.3,76.4,63.6,3688,76.2,0,25
25.7,78.6,94.9,1399,95.3,0,167
20.6,70.9,99.7,2334,98.5,0,109
25.4,73.2,37.5,3907,42.2,0,11
25.8,78.1,59.9,1505,95.0,0,161
19.8,62.0,85.6,1746,3.5,0,146
18.7,64.6,11.7,249,74.6,1,239
27.4,74.2,69.0,3876,64.3,0,13
23.5,76.5,40.9,1224,25.0,0,178
18.7,77.1,20.6,535,50.7,1,221
29.9,68.3,40.3,3532,13.0,0,35
18.7,61.8,7.6,2347,87.2,1,108
26.3,68.8,69.5,3549,35.8,0,34
29.8,64.6,25.3,1106,62.6,1,186
20.9,65.8,31.1,2856,15.9,0,77
19.7,75.4,12.1,457,20.6,0,226
19.5,61.5,86.5,2738,99.2,0,84
21.6,76.6,49.3,3369,75.3,1,45
19.2,68.6,57.2,1387,96.2,0,168
26.3,71.9,56.9,2765,29.6,0,82
18.7,61.8,41.0,39,16.5,0,252
24.1,66.7,19.3,3887,50.3,1,12
30.0,61.8,74.5,3696,49.5,0,24
27.8,79.2,12.7,3411,17.5,0,42
25.4,76.1,10.4,1539,73.3,1,159
21.7,69.2,71.0,4069,36.2,0,1
25.5,64.5,20.9,2155,18.6,0,120
24.3,78.7,30.7,3387,33.2,0,44
23.1,66.9,47.5,3185,56.4,1,56
19.6,63.2,44.9,3238,72.6,1,53
28.6,71.3,70.9,260,48.2,0,238
23.4,78.9,62.3,1641,52.6,0,152
20.3,60.1,64.4,1247,13.9,0,177
22.4,64.8,71.4,3333,91.5,0,47
23.0,78.8,29.3,3322,92.9,1,48
27.9,63.4,32.2,2573,68.3,1,94
26.8,62.3,43.8,2757,1.8,0,83
27.2,71.4,30.7,125,53.7,1,247
18.1,77.2,98.5,1229,62.9,0,178
23.0,69.5,81.4,3211,99.5,0,55
23.8,79.9,16.5,3133,99.6,1,59
18.2,73.6,0.6,1306,85.8,1,173
21.1,61.5,4.3,2101,6.4,0,124
27.1,79.9,24.4,2393,95.3,1,105
19.6,68.2,11.4,3595,61.3,1,31
24.4,65.7,53.3,135,80.1,0,246
20.6,71.2,85.8,2377,40.7,0,106
18.1,66.1,73.7,3215,32.0,0,54
20.9,61.7,21.6,1459,46.3,0,164
29.7,60.0,39.9,3353,14.7,0,46
27.6,69.0,50.8,135,35.7,0,246
29.5,76.7,81.0,3560,85.8,0,33
23.9,71.4,83.9,812,3.8,0,204
19.3,80.0,91.0,3804,15.1,0,18
24.6,65.7,50.9,851,12.5,0,202
23.5,65.6,69.4,1744,40.3,0,146
28.1,63.2,11.2,1938,99.7,1,134
19.2,63.3,56.5,3472,17.3,0,38
23.9,65.7,24.9,870,14.5,0,200
19.8,75.9,43.2,2939,91.5,1,71
21.9,78.1,63.4,1472,88.2,0,163
26.8,79.5,25.7,634,3.2,0,215
23.7,64.6,5.2,1651,75.2,1,152
22.5,77.6,1.0,668,65.5,1,213
22.7,66.6,2.2,1293,76.8,1,174
23.5,62.3,0.8,3088,49.5,0,62
27.4,77.4,11.0,268,99.1,1,238
28.7,72.7,23.9,860,4.4,0,201
29.5,63.3,22.1,481,23.4,0,225
27.4,68.6,98.7,3290,39.7,0,50
21.8,65.7,30.6,3390,45.0,0,43
26.3,74.7,12.7,1261,92.1,1,176
23.3,69.1,54.6,3616,56.0,0,29
21.1,79.8,85.8,2332,4.5,0,109
28.1,61.1,67.8,3108,40.8,0,61
18.5,67.1,29.6,102,41.6,0,248
28.8,69.6,56.2,3794,96.5,0,18
23.5,70.1,71.5,1453,59.9,0,164
25.6,66.3,72.8,791,63.6,0,205
25.9,74.6,66.7,1677,71.3,0,150
28.7,77.5,87.1,238,77.0,0,240
25.6,78.8,87.0,2788,63.5,0,81
25.4,76.1,57.9,2692,23.7,0,87
18.8,77.0,43.0,3196,87.4,1,55
24.2,71.0,64.2,1588,73.2,0,156
19.8,76.5,81.8,3671,74.2,0,26
26.8,66.1,0.6,3681,99.7,1,25
24.1,68.0,99.2,881,80.3,0,200
26.2,66.3,18.3,2654,82.9,1,89
18.5,69.3,47.0,3997,95.1,1,6
19.0,65.7,87.2,2235,15.1,0,115
26.6,79.2,22.5,887,49.8,0,199
18.9,66.3,47.7,1279,58.1,1,175
18.9,62.0,13.3,3656,32.9,0,27
18.1,70.5,39.5,3034,83.9,1,66
29.5,61.1,17.7,923,76.2,1,197
26.9,62.2,36.4,3945,72.1,1,9
22.2,64.4,37.3,793,99.7,1,205
21.6,69.3,99.3,2577,25.9,0,94
22.2,68.7,99.5,675,73.5,0,212
27.3,76.0,11.5,2439,55.1,1,103
25.9,74.8,72.6,1681,31.3,0,150
20.2,68.5,5.2,1491,16.1,0,162
20.1,66.7,3.0,1849,89.6,1,139
19.2,66.3,10.5,1276,59.5,1,175
25.9,75.5,96.5,671,82.5,0,213
27.2,61.0,94.1,2908,54.5,0,73
21.2,60.3,19.4,3632,22.0,0,28
18.3,75.9,16.2,3247,33.8,0,52
19.0,69.5,24.1,2513,38.2,0,98
29.6,62.6,51.6,838,97.3,0,202
21.5,64.7,57.0,3648,0.6,0,27
27.2,78.7,22.2,3035,98.6,1,66
25.5,77.2,75.7,1312,98.0,0,173
22.6,74.2,31.0,1073,99.6,1,188
20.5,69.6,92.2,3,47.7,0,254
19.5,70.4,65.7,1654,96.4,0,152
25.4,79.5,43.6,2899,39.6,0,74
27.3,79.3,79.0,1908,2.6,0,136
25.7,64.3,81.8,3571,22.4,0,32
24.4,76.2,29.0,3747,94.5,1,21
18.5,63.9,34.0,4088,1.4,0,0
29.6,64.3,93.6,3294,54.6,0,49
27.6,73.5,16.5,1893,7.6,0,137
21.5,68.1,4.2,3739,28.6,0,22
