temp_ambiente,temp_agua,humedad_ambiente,humedad_suelo,intensidad_luz,perfil,uv,riego
21.8,25.02,83.69,54.34,62.4,2,160,0
44.47,23.21,97.81,42.29,7.4,2,30,1
29.14,21.13,61.77,26.96,85.8,1,253,0
38.84,17.26,63.76,52.63,46.4,3,75,1
18.23,16.85,94.25,69.93,42.9,1,123,0
19.35,21.11,73.71,25.55,26.7,2,68,1
29.75,15.07,59.31,39.44,97.5,2,250,1
37.41,20.3,83.97,45.91,79.0,3,129,1
33.85,14.93,54.95,42.56,26.3,2,68,1
44.0,21.34,91.35,28.89,17.8,3,29,1
29.0,19.45,90.33,73.93,59.0,2,149,0
41.79,17.44,57.61,41.12,42.0,2,91,1
27.14,19.95,63.7,54.41,78.6,1,230,0
41.88,19.12,69.0,59.44,91.9,3,149,1
35.26,19.92,80.94,73.05,36.0,1,91,0
33.87,20.38,85.07,76.57,78.5,1,228,0
23.88,18.37,70.2,73.58,57.7,3,110,0
30.77,21.13,83.43,59.76,10.0,1,40,0
28.05,23.92,53.05,44.52,78.0,2,197,0
38.61,18.22,92.73,44.49,35.5,3,57,1
17.18,17.33,71.92,73.41,1.7,2,30,0
23.51,16.99,55.58,43.91,10.9,2,30,0
22.14,16.62,95.91,46.67,83.6,1,242,0
44.57,23.05,88.82,54.81,1.1,2,30,1
37.99,23.8,91.65,26.57,12.0,2,30,1
28.45,17.72,56.49,31.41,70.0,1,206,0
27.28,17.17,55.91,75.6,69.4,1,205,0
35.21,22.55,60.59,38.66,24.2,2,61,1
37.93,16.76,72.57,44.36,19.5,2,44,1
18.8,20.97,50.89,34.82,49.5,2,128,1
30.74,20.61,97.88,68.93,86.7,2,219,0
36.24,15.41,73.46,33.75,5.1,3,20,1
31.82,16.51,80.03,62.35,49.0,3,95,1
31.65,20.32,91.96,30.98,67.5,3,130,1
29.48,25.18,76.85,63.39,41.1,1,122,0
27.24,22.05,75.09,20.75,28.7,1,83,1
38.52,16.19,58.89,47.31,64.0,2,138,1
21.18,24.56,63.02,31.83,18.4,3,36,1
38.48,19.56,83.89,74.87,35.5,2,76,0
28.77,17.36,77.56,68.75,4.1,2,30,0
24.93,19.7,69.42,33.74,9.9,1,40,0
27.58,18.91,76.2,26.58,83.8,1,247,0
32.36,24.33,83.38,38.22,95.9,3,184,1
40.31,19.22,69.35,49.68,63.3,3,102,1
20.07,19.4,89.68,46.58,43.4,3,83,1
27.81,19.29,91.75,32.62,19.5,2,48,1
19.54,20.84,63.89,34.46,1.8,3,20,1
24.31,18.06,97.1,22.58,50.7,2,126,1
30.04,18.58,64.13,41.33,34.2,2,86,0
37.72,23.75,61.94,42.48,74.3,3,120,1
43.27,16.25,86.81,25.88,20.8,2,42,1
25.06,17.45,62.52,43.54,17.4,1,50,0
40.58,19.89,49.17,68.57,61.8,1,153,0
20.71,18.44,94.82,67.97,60.4,3,114,0
17.4,23.43,75.88,56.5,12.9,3,23,0
39.78,22.26,98.39,40.96,12.9,1,40,1
40.22,19.6,64.68,29.55,55.8,2,121,1
32.64,24.95,87.11,25.73,72.5,1,213,0
42.46,18.96,84.48,48.11,88.7,3,144,1
36.15,15.34,79.59,70.37,31.6,1,78,0
43.16,18.55,85.95,73.34,51.0,2,112,0
20.18,19.7,65.87,79.66,18.3,1,54,0
25.95,14.98,70.73,56.27,12.9,3,23,1
36.97,16.1,71.35,31.03,33.3,2,72,1
37.08,21.16,74.42,65.54,27.9,3,45,1
28.21,22.72,63.27,63.28,46.7,1,136,0
42.91,21.99,88.84,34.2,11.5,1,40,1
36.08,24.31,58.34,27.67,29.7,3,47,1
29.76,23.19,61.42,33.51,79.4,3,153,1
16.83,17.43,71.7,52.09,15.6,1,46,0
32.36,24.55,80.89,44.03,38.7,2,99,1
29.29,18.02,98.26,78.47,37.0,3,69,1
39.02,19.12,76.98,79.72,95.9,1,240,0
26.01,22.59,68.23,76.44,14.5,3,26,1
16.96,21.33,68.06,47.39,80.9,2,206,0
30.96,22.3,68.15,78.68,72.3,1,210,0
17.89,16.38,78.45,71.32,32.0,3,60,0
36.97,21.14,85.09,29.64,81.5,3,133,1
38.03,21.11,60.91,42.89,72.5,3,116,1
26.6,24.86,51.4,44.86,14.9,2,38,0
17.59,20.2,91.22,43.58,65.0,3,123,1
34.23,22.01,66.46,75.76,78.2,2,198,0
37.56,19.48,85.87,46.0,72.0,2,154,1
30.82,21.23,63.81,68.05,32.7,3,61,1
31.11,18.57,58.92,63.05,16.5,2,40,1
22.46,15.43,71.33,55.26,79.3,2,203,0
36.15,17.75,59.14,71.21,50.2,2,108,0
30.14,17.74,67.25,20.34,24.6,2,65,1
20.43,25.02,75.68,65.19,68.9,2,177,0
38.43,18.23,50.55,40.79,11.5,3,20,1
27.82,24.28,63.25,63.7,90.2,2,228,0
39.55,19.48,62.1,36.19,32.5,3,53,1
39.24,23.09,50.85,77.56,29.4,1,71,0
27.03,21.8,50.54,53.22,7.5,1,40,0
22.62,19.52,51.95,73.0,44.6,1,130,0
39.0,20.62,93.96,28.02,45.1,1,112,1
43.42,19.59,75.24,73.6,79.4,2,172,0
42.76,15.63,81.94,75.09,17.7,2,38,0
35.33,15.36,88.43,52.34,55.8,3,92,1
39.14,15.79,64.99,66.56,95.8,2,207,0
32.68,19.59,61.02,24.4,43.8,2,112,1
18.5,25.37,64.32,36.35,42.4,1,123,0
42.59,16.49,50.66,45.74,77.0,2,166,1
17.51,23.4,62.61,42.07,21.8,1,64,0
39.12,14.99,91.36,56.49,24.2,1,59,0
17.01,21.44,67.07,34.3,3.1,3,20,1
39.86,20.17,85.66,34.38,48.0,1,121,1
39.28,23.38,54.58,70.95,1.2,2,30,0
16.54,20.76,52.25,45.47,97.5,3,187,1
34.56,22.42,52.75,25.99,79.1,2,198,1
39.68,24.75,72.65,76.47,48.2,1,122,0
23.43,21.64,94.93,43.78,93.5,1,255,0
22.77,21.46,59.24,27.88,30.8,3,60,1
38.38,19.72,78.16,51.66,79.8,2,171,1
27.27,19.77,50.85,28.18,46.0,1,134,0
30.89,23.33,51.54,44.67,44.0,2,112,1
29.38,22.34,93.92,53.25,94.3,1,255,0
17.97,22.89,73.42,77.99,11.6,2,30,0
22.78,20.43,71.94,63.56,73.3,1,214,0
21.73,15.24,68.71,41.35,9.8,3,20,1
33.66,19.39,56.4,69.4,28.0,3,54,1
41.79,21.15,98.99,34.34,82.6,2,179,1
29.37,24.28,66.53,59.65,0.4,3,20,1
19.64,22.78,52.92,55.71,68.1,1,198,0
26.49,15.87,68.51,76.46,81.0,3,155,1
31.88,16.23,62.27,53.69,69.5,1,203,0
20.4,24.4,59.58,73.21,83.3,2,211,0
42.29,21.89,81.22,40.45,77.3,3,125,1
45.04,16.38,66.22,43.04,6.2,2,30,1
28.28,17.53,49.48,30.19,38.3,3,74,1
15.89,19.44,72.27,29.72,83.6,2,212,1
41.81,16.62,83.14,59.4,80.1,2,173,1
41.28,22.92,76.72,30.92,84.7,1,209,1
34.61,23.98,59.54,23.14,38.5,2,98,1
23.38,23.17,94.99,35.49,76.3,1,223,0
42.04,22.5,53.76,75.22,41.0,3,65,1
39.43,17.11,81.57,65.37,11.4,2,30,0
27.23,16.14,62.43,20.54,35.4,2,89,1
36.54,20.26,89.38,79.17,1.6,2,30,0
29.14,20.14,74.92,66.36,48.7,3,93,1
30.35,15.92,97.95,78.49,29.4,1,86,0
30.18,25.14,64.0,63.67,39.7,1,113,0
24.41,17.38,77.5,64.23,39.3,3,75,0
26.37,20.5,74.29,72.08,85.8,1,252,0
18.22,17.1,51.17,70.53,62.8,3,119,1
28.63,22.62,87.1,31.62,46.0,2,115,1
22.92,20.59,76.95,68.9,39.3,3,75,0
23.77,18.46,85.83,62.29,10.6,3,20,0
25.25,17.72,57.2,29.11,47.3,1,138,0
18.84,17.34,55.88,34.9,2.5,2,30,1
42.86,15.52,62.88,65.86,95.3,2,207,0
37.31,19.17,81.03,64.35,43.7,1,107,0
21.15,20.23,73.22,64.24,34.7,1,103,0
38.62,20.77,75.3,70.99,30.6,2,67,0
40.0,22.0,66.8,64.19,75.0,3,123,1
26.06,16.61,53.24,56.83,38.4,2,96,0
37.4,21.09,92.23,25.54,39.3,1,98,1
27.56,19.23,69.58,57.65,57.5,2,146,0
40.37,24.36,78.42,37.53,49.4,3,81,1
42.22,24.46,83.29,70.39,98.1,2,212,0
39.49,21.22,84.52,74.01,99.8,2,215,0
24.94,16.08,87.67,67.03,8.2,3,20,0
26.32,22.87,71.51,43.87,2.5,3,20,1
22.73,23.78,73.52,60.95,46.3,1,135,0
37.06,17.72,79.0,51.24,26.5,2,56,1
31.05,21.46,90.16,74.22,9.3,1,40,0
29.15,19.43,90.21,32.78,2.0,1,40,0
33.99,23.84,83.05,23.24,44.6,1,130,1
25.84,16.5,57.47,34.4,48.8,2,121,1
23.26,22.75,50.35,47.65,85.9,1,252,0
42.87,16.53,54.05,23.43,13.0,2,30,1
26.59,19.64,57.85,33.86,52.2,2,131,1
33.69,22.56,61.15,39.81,10.5,2,30,1
41.66,16.93,82.99,59.27,38.8,2,86,1
30.7,22.98,58.98,65.52,44.5,2,113,0
41.5,21.77,54.66,56.33,1.9,2,30,1
42.99,18.97,86.93,61.98,43.6,1,109,0
43.98,18.63,83.3,56.05,4.6,3,20,1
29.31,18.12,62.51,78.31,80.4,1,235,0
32.24,16.29,71.81,75.34,81.8,2,207,0
39.34,21.26,57.06,39.58,40.3,1,99,1
19.32,17.39,95.51,50.22,51.7,2,131,0
25.83,20.32,57.56,77.66,70.2,2,180,0
32.65,21.09,49.79,28.81,24.0,1,71,0
35.69,15.89,81.13,66.89,60.3,3,98,1
42.47,21.8,88.67,21.64,33.9,3,55,1
31.12,15.11,62.79,20.5,56.2,1,164,1
21.22,20.42,68.67,76.9,79.0,2,202,0
37.8,24.41,71.16,28.64,50.9,3,82,1
42.7,16.5,79.2,79.04,37.6,1,93,0
34.23,17.43,95.98,59.43,21.4,2,56,1
32.46,15.46,86.75,57.56,85.4,3,163,1
23.31,24.02,75.2,68.44,51.2,1,148,0
19.5,16.66,81.97,63.5,65.6,3,125,0
16.77,19.84,55.17,67.81,5.2,1,40,0
24.21,20.51,51.35,42.31,86.5,1,253,0
37.49,22.8,90.7,45.27,63.1,2,135,1
22.17,19.4,71.05,64.85,66.2,2,169,0
43.31,17.25,95.18,22.88,64.3,3,104,1
44.03,22.03,63.66,65.59,58.3,3,94,1
35.12,20.71,63.56,43.1,28.4,2,72,1
21.11,22.97,65.9,25.02,71.8,3,137,1
42.29,23.6,71.39,76.4,97.8,3,158,1
36.18,16.97,71.85,72.86,79.4,2,172,0
18.68,20.5,96.05,27.31,50.1,2,128,1
44.71,23.37,90.75,54.37,8.4,1,40,0
31.08,22.35,91.1,59.68,78.9,1,231,0
40.39,15.44,91.46,66.12,49.6,2,105,0
20.98,16.15,90.05,54.3,12.5,3,23,1
39.89,20.83,92.37,57.38,93.2,3,152,1
32.67,19.25,92.68,33.36,99.3,3,190,1
30.15,16.41,75.93,32.83,82.4,3,157,1
37.01,17.82,71.86,53.35,100.0,3,161,1
39.08,16.63,50.51,26.04,96.5,1,240,1
31.52,20.71,93.76,32.97,82.7,1,241,0
29.78,15.07,78.75,25.59,32.1,1,95,0
31.54,17.45,65.88,36.8,27.3,3,54,1
33.92,20.65,81.77,78.91,80.9,1,237,0
33.17,20.61,55.46,29.81,91.3,3,175,1
28.61,24.13,63.36,78.76,82.8,1,240,0
43.22,19.83,56.71,56.52,99.4,2,215,1
35.37,23.84,68.44,57.59,88.9,2,226,1
29.69,24.42,92.84,34.04,53.0,3,102,1
33.53,20.15,95.55,78.68,8.2,3,20,1
35.13,18.32,57.04,66.93,85.5,1,213,0
18.93,14.99,49.71,33.7,56.4,1,164,0
40.44,24.98,84.33,28.9,28.1,1,69,1
38.92,19.72,72.32,76.28,72.2,1,179,0
32.75,22.54,51.76,37.28,26.3,3,49,1
44.17,24.56,81.06,60.75,69.8,3,114,1
27.44,16.97,75.13,39.96,35.5,1,103,0
33.0,17.72,62.56,29.94,4.4,1,40,0
16.81,17.35,95.18,40.75,59.1,1,173,0
22.7,18.17,50.48,58.02,56.0,1,165,0
17.87,22.74,68.45,33.91,32.7,2,81,1
40.29,24.27,82.33,55.24,77.8,3,126,1
33.29,22.77,80.14,69.99,26.5,1,77,0
23.11,21.42,97.7,32.95,45.7,2,117,1
30.36,18.62,62.75,40.85,90.3,1,255,0
25.72,21.26,62.67,73.02,98.5,2,249,0
41.27,21.78,84.69,36.21,74.1,3,120,1
20.12,20.52,51.33,32.45,27.6,2,71,1
35.45,21.69,54.58,72.11,17.1,2,44,0
24.77,15.47,75.69,20.42,75.1,2,190,1
32.45,19.21,86.2,58.1,86.6,3,167,1
40.64,16.27,81.76,31.3,94.8,1,236,1
19.63,23.43,73.79,38.81,4.9,1,40,0
34.45,23.66,72.46,29.12,30.3,2,78,1
17.09,16.27,93.29,26.1,7.2,2,30,1
43.73,14.66,77.64,67.97,6.9,2,30,0
30.73,19.42,64.33,50.92,47.3,3,91,1
16.44,23.87,63.95,72.26,45.1,1,133,0
43.94,20.0,85.93,47.79,2.5,2,30,1
16.31,21.35,53.24,59.28,41.2,1,119,0
32.5,24.38,71.59,40.98,68.7,2,176,1
40.23,23.24,58.11,78.64,64.6,1,159,0
36.83,22.87,93.32,50.42,74.4,3,122,1
41.21,18.7,87.7,51.11,15.3,2,34,1
37.4,22.78,93.58,53.85,10.7,2,30,1
23.21,18.99,63.85,35.18,65.7,1,191,0
16.58,15.54,56.53,49.56,56.7,3,109,1
41.34,19.91,89.83,21.49,66.5,2,144,1
27.36,18.23,93.29,66.26,43.4,1,125,0
37.87,20.75,55.19,64.98,65.5,1,161,0
43.05,14.46,51.94,73.51,62.9,2,136,0
26.85,15.57,75.36,71.06,30.9,3,61,1
20.95,23.13,87.58,64.31,39.3,2,100,0
19.04,22.89,97.63,39.33,11.0,1,40,0
34.29,15.43,67.92,60.81,46.6,3,90,1
20.47,23.23,74.09,54.63,25.5,2,65,0
21.54,21.48,85.39,71.5,31.6,3,59,0
24.93,24.15,56.47,33.29,83.2,1,242,0
33.06,18.86,50.46,26.76,7.7,2,30,1
32.13,19.26,81.03,74.18,94.1,3,179,1
16.29,19.2,67.61,37.27,8.2,1,40,0
28.52,21.73,73.89,71.95,57.7,2,145,0
17.45,16.26,64.28,41.43,98.1,1,255,0
18.14,19.92,68.51,56.96,87.0,3,165,0
27.77,16.55,68.32,68.83,44.9,1,132,0
24.31,23.53,80.19,44.04,61.6,2,155,0
29.32,16.88,59.79,21.48,32.8,3,63,1
44.94,22.19,59.05,36.81,95.0,1,236,1
19.79,16.29,51.41,23.25,54.9,1,160,1
43.95,17.95,87.76,25.6,87.1,1,216,1
23.05,17.6,79.99,50.57,26.4,2,65,0
20.68,22.36,67.33,79.31,67.1,1,196,0
40.72,24.57,52.29,49.58,68.3,1,171,1
24.69,17.94,86.51,71.2,33.8,2,87,0
43.54,22.11,68.13,44.04,9.7,1,40,1
38.63,19.6,51.13,72.91,40.0,2,87,0
29.58,22.51,87.47,30.38,41.0,2,105,1
42.02,20.41,80.63,61.87,52.0,1,132,0
36.06,22.76,89.75,40.99,19.6,2,42,1
37.67,15.57,80.84,39.98,65.1,3,108,1
37.07,21.95,97.34,41.34,68.6,3,111,1
33.55,24.19,65.19,55.62,58.3,3,110,1
41.1,22.9,70.7,67.3,38.3,3,63,1
37.76,15.94,52.95,34.74,8.6,2,30,1
43.61,23.06,71.07,45.85,11.6,3,20,1
16.83,16.85,58.69,56.13,77.1,1,225,0
20.26,20.61,78.13,70.69,80.5,2,205,0
26.71,16.71,58.11,78.88,62.5,1,182,0
28.0,17.41,62.86,50.49,92.6,1,255,0
39.4,23.49,76.75,52.63,68.6,3,111,1
39.24,17.44,54.2,59.42,67.2,3,109,1
34.23,19.01,62.94,80.09,75.1,3,144,1
26.92,20.62,65.28,68.67,92.5,1,255,0
37.0,24.19,85.94,38.43,35.1,2,76,1
42.89,18.76,49.81,55.63,35.3,3,57,1
35.92,23.71,54.1,67.9,87.9,2,190,0
31.35,21.38,88.16,34.72,71.8,2,182,1
21.66,16.59,72.86,35.25,47.5,1,139,0
43.97,24.26,89.82,28.37,58.5,3,95,1
28.04,18.47,53.45,46.58,39.4,2,100,0
40.62,17.32,85.5,54.61,68.1,1,168,0
23.3,15.66,70.12,34.87,62.8,3,118,1
43.81,17.23,87.26,55.67,95.0,3,154,1
17.52,16.47,58.63,44.8,6.8,3,20,1
20.12,19.34,92.27,28.84,96.5,2,246,1
42.72,17.18,77.45,40.03,73.4,1,183,1
17.26,18.15,63.71,64.03,4.8,2,30,0
23.55,20.68,97.55,21.69,29.9,2,73,1
39.28,19.48,91.17,80.01,50.5,2,109,0
35.09,21.24,59.48,61.81,90.6,1,255,0
39.78,24.11,65.35,67.32,35.7,2,76,0
43.62,19.25,72.53,44.32,29.5,3,48,1
29.68,15.63,90.41,51.42,92.1,1,255,0
18.72,21.61,94.64,27.25,3.4,3,20,1
32.14,15.31,65.88,64.46,80.0,3,152,1
34.53,19.1,94.88,40.37,74.6,1,219,0
22.35,24.7,80.62,77.46,27.4,2,69,0
25.88,22.03,70.82,75.78,24.5,1,70,0
18.25,23.77,78.16,58.88,59.1,2,151,0
37.38,19.76,79.25,58.94,55.5,1,139,0
22.77,15.72,57.74,49.16,20.3,2,51,0
30.07,20.71,52.81,67.8,27.8,3,53,1
31.55,18.71,96.29,68.12,30.5,1,91,0
38.41,20.75,81.65,56.6,5.7,1,40,0
17.09,21.98,75.59,74.09,13.9,3,26,0
29.92,24.64,52.34,50.43,60.0,2,153,0
17.77,17.82,53.59,65.77,66.6,1,196,0
21.26,22.47,89.51,55.68,49.6,2,125,0
18.89,15.57,81.84,63.32,61.8,2,158,0
17.82,18.82,89.48,78.68,70.7,2,177,0
37.41,23.71,73.59,43.63,67.2,2,148,1
33.44,23.21,66.08,60.38,77.7,2,197,1
18.17,23.73,92.31,70.71,76.9,1,227,0
43.1,23.94,66.88,23.95,82.9,3,135,1
27.1,21.36,96.77,47.39,69.4,3,132,1
40.15,15.65,89.07,57.13,92.7,1,229,0
19.29,22.59,91.93,22.46,55.8,2,140,1
17.32,20.48,75.95,71.31,75.4,1,222,0
29.48,21.47,74.42,34.03,87.7,3,168,1
20.49,24.16,82.42,71.84,90.5,2,228,0
35.99,20.82,58.68,36.12,19.8,2,43,1
23.36,23.41,72.15,52.45,96.9,1,255,0
32.62,24.7,95.32,46.98,29.3,2,72,1
29.66,16.94,53.78,46.55,18.4,3,35,1
17.68,19.4,64.08,42.49,94.2,1,255,0
31.99,19.14,65.13,37.64,84.1,1,245,0
33.85,18.54,63.86,60.92,17.3,1,50,0
44.93,15.62,54.51,62.15,75.1,2,162,1
42.49,23.86,94.1,26.1,66.8,3,107,1
18.28,24.49,79.05,58.63,85.6,1,250,0
43.34,22.93,81.21,77.43,14.5,1,40,0
20.7,16.82,84.36,40.61,44.0,2,111,0
18.0,19.78,68.43,29.15,15.6,3,29,1
18.41,18.66,54.35,30.93,7.2,3,20,1
31.14,22.14,56.46,60.44,92.4,3,175,1
33.58,24.65,99.68,58.88,48.1,3,93,1
16.36,21.16,86.4,68.16,63.1,3,119,0
40.91,18.86,94.7,29.63,4.8,1,40,1
40.83,23.85,79.93,59.68,90.0,2,194,1
21.18,22.79,77.21,65.77,92.2,3,175,0
37.98,24.42,61.66,74.67,20.9,3,33,1
23.65,23.13,81.93,26.82,93.6,3,179,1
19.7,16.14,89.29,64.73,43.7,2,112,0
42.22,22.79,68.16,75.46,77.4,3,126,1
23.74,22.19,91.15,61.91,43.7,3,84,0
40.49,17.43,90.87,29.34,12.9,1,40,1
30.84,24.33,66.06,22.01,36.3,3,69,1
27.68,23.2,65.18,50.51,2.2,1,40,0
28.83,18.68,73.04,65.02,46.0,1,134,0
26.5,18.05,83.35,30.43,90.0,1,255,0
40.3,17.75,59.02,27.74,98.1,1,243,1
30.21,15.49,55.87,71.6,93.2,3,178,1
16.27,18.62,65.86,74.71,99.8,2,253,0
44.15,19.3,60.32,51.69,39.7,3,64,1
22.77,18.55,92.63,44.86,64.8,1,191,0
39.18,16.2,53.72,52.09,70.2,3,113,1
39.13,17.25,80.09,59.63,9.5,2,30,1
30.65,18.31,57.71,35.85,16.6,1,49,0
30.01,19.88,51.8,24.05,83.3,2,214,1
17.62,23.92,95.29,46.68,21.0,1,61,0
15.68,20.31,51.6,76.74,49.6,2,127,0
17.64,24.42,65.84,58.87,67.9,1,195,0
17.68,23.58,63.82,59.1,92.9,3,177,0
26.0,24.46,82.53,42.29,79.3,3,151,1
22.03,21.82,56.13,39.67,76.7,2,197,0
38.03,24.42,67.52,21.03,93.4,3,152,1
22.88,23.5,80.81,47.91,81.7,2,209,0
23.69,20.94,83.71,61.52,59.3,3,112,0
30.04,23.1,69.93,68.78,3.7,1,40,0
35.18,23.29,74.11,73.26,56.5,1,141,0
33.37,20.87,63.52,38.37,51.3,3,98,1
17.7,15.56,52.22,35.93,46.8,1,136,0
34.64,23.14,88.52,72.24,89.6,2,227,0
29.96,17.5,72.16,77.91,83.9,2,213,0
25.01,20.71,77.01,61.67,53.5,1,157,0
18.1,16.56,85.16,57.07,96.9,2,246,0
37.26,24.11,70.38,65.59,5.7,1,40,0
26.04,17.55,76.82,39.08,25.6,2,64,1
42.73,16.26,96.72,77.69,61.5,1,156,0
16.74,16.46,87.29,45.19,74.2,1,217,0
38.29,14.95,89.19,39.89,60.5,3,97,1
43.62,23.94,93.67,40.86,13.3,2,30,1
42.58,15.71,67.39,70.38,22.3,3,34,1
44.22,16.87,84.65,68.68,49.1,3,79,1
35.6,17.57,97.12,24.33,84.2,2,181,1
24.04,20.25,80.22,77.92,57.2,3,109,0
36.41,20.44,84.04,31.1,61.1,1,151,1
24.03,20.63,64.43,28.74,95.0,1,255,0
20.65,18.01,92.01,34.05,3.0,2,30,1
25.63,16.91,61.67,42.84,50.2,2,125,0
34.83,21.3,67.99,35.86,89.2,3,169,1
24.91,23.71,96.93,39.46,80.3,1,234,0
15.9,17.16,80.42,26.06,25.6,1,75,0
21.81,20.84,84.69,42.8,85.1,3,163,1
24.45,21.23,50.31,78.43,57.0,1,166,0
20.42,24.02,52.8,46.63,10.1,2,30,0
35.33,17.16,85.49,54.59,73.3,1,180,0
28.02,23.35,63.01,58.82,47.4,2,120,0
37.77,19.39,81.27,39.67,5.8,1,40,1
42.15,18.76,62.79,34.24,58.7,3,95,1
21.29,21.39,50.58,70.24,92.9,1,255,0
26.24,16.25,89.65,21.78,33.7,3,64,1
20.5,17.55,94.2,32.43,22.9,2,57,1
26.51,15.02,76.43,70.01,3.0,3,20,1
26.7,24.12,82.56,30.28,63.3,2,163,1
28.52,15.89,87.72,49.94,48.9,2,125,0
31.16,19.44,79.31,65.87,76.9,3,146,1
38.94,15.67,68.81,79.72,13.2,3,20,1
43.87,23.92,92.58,61.82,2.4,3,20,1
36.34,17.58,62.78,53.66,69.6,3,113,1
30.84,24.65,63.15,33.05,96.9,1,255,0
25.36,15.36,80.71,53.49,63.8,2,160,0
33.29,18.13,89.13,67.2,16.9,3,33,1
30.19,15.58,73.55,26.23,89.5,2,227,1
38.94,21.19,84.45,43.71,8.1,1,40,1
42.38,21.71,50.97,60.63,82.3,2,177,1
29.87,17.67,59.38,69.18,68.5,3,131,1
33.34,25.04,61.75,44.99,45.9,2,117,1
42.85,21.32,90.18,70.92,92.9,1,229,0
23.02,17.36,70.6,35.06,95.1,3,184,1
26.83,23.46,58.77,29.47,51.5,1,152,0
36.88,15.91,50.9,50.18,8.6,1,40,0
19.1,23.45,69.31,27.23,64.8,1,189,0
43.95,23.61,78.25,30.86,77.5,3,127,1
36.06,17.37,83.89,79.84,86.4,3,140,1
38.38,17.22,87.05,35.93,2.1,1,40,1
28.69,21.78,50.22,76.75,71.8,1,209,0
19.88,24.54,95.03,30.71,81.9,1,239,0
33.31,18.46,80.2,58.04,89.8,3,172,1
17.04,19.29,56.88,76.56,79.3,1,232,0
25.83,21.9,78.2,68.92,5.5,1,40,0
18.9,16.5,67.61,60.73,60.8,2,155,0
33.45,15.26,53.31,50.71,89.6,1,255,0
28.06,17.83,69.43,72.54,54.5,1,160,0
38.52,17.46,85.15,22.56,33.4,3,54,1
16.83,23.12,80.8,67.51,18.3,3,34,0
32.79,20.61,54.54,67.38,57.4,2,145,0
17.81,21.38,52.21,30.6,5.0,3,20,1
38.74,15.69,91.42,43.18,91.5,3,149,1
18.2,17.6,55.21,58.62,10.7,2,30,0
39.83,24.01,99.46,24.1,79.8,1,198,1
32.16,17.59,54.07,62.03,80.6,1,237,0
31.75,14.9,96.01,27.61,82.3,2,208,1
42.03,15.84,82.86,53.59,16.7,1,43,0
36.64,19.94,65.33,31.51,1.8,2,30,1
33.27,16.38,79.67,38.76,83.7,3,161,1
23.34,23.85,76.5,31.85,66.9,2,171,1
34.96,19.2,69.55,71.14,72.2,3,118,1
39.57,21.63,79.14,76.21,89.4,3,145,1
43.03,24.78,86.73,75.5,79.3,2,171,0
16.78,16.99,81.02,45.18,32.3,2,82,0
36.21,22.93,65.54,26.9,67.9,2,147,1
41.12,24.17,90.52,22.36,65.5,1,162,1
25.48,16.59,50.81,39.14,15.1,3,28,1
29.23,23.41,94.56,45.87,48.4,1,142,0
41.57,17.65,53.64,66.83,48.8,1,120,0
24.51,22.54,68.09,27.38,79.1,3,149,1
26.75,23.05,66.4,43.34,69.6,3,133,1
25.05,17.5,53.03,24.89,57.3,1,168,1
42.47,21.82,53.85,56.16,70.2,1,173,0
16.03,16.6,51.22,29.38,70.3,3,135,1
41.84,19.18,73.98,19.45,8.1,1,40,1
33.36,15.24,69.94,39.82,3.0,3,20,1
18.91,17.81,73.31,37.44,62.4,1,183,0
32.1,19.34,58.22,22.72,62.6,1,182,1
39.55,16.92,67.97,26.66,50.2,3,80,1
35.46,16.09,78.01,52.84,45.3,3,86,1
26.65,19.34,63.19,60.44,37.2,3,69,1
32.29,21.36,62.38,63.21,84.2,3,161,1
23.76,20.39,55.04,73.69,77.7,3,148,1
24.38,18.77,72.46,20.24,88.6,3,168,1
29.68,22.6,91.5,78.5,84.7,2,217,0
38.2,17.68,83.53,74.55,58.7,1,147,0
41.36,20.6,88.81,67.57,64.8,1,161,0
25.74,22.96,96.64,40.01,19.1,2,47,1
20.88,17.02,56.58,77.26,7.8,3,20,0
31.85,15.51,69.25,40.14,80.6,2,206,1
22.49,15.76,62.28,63.23,71.6,1,207,0
28.05,15.51,91.14,76.64,43.2,1,127,0
20.06,23.59,50.16,73.03,94.1,1,255,0
28.26,16.51,61.93,71.34,5.3,1,40,0
40.5,20.79,70.46,39.58,15.6,2,34,1
29.51,23.32,97.18,44.33,13.6,2,35,0
17.35,16.71,87.96,35.0,72.6,3,138,1
26.92,21.93,68.63,57.8,82.7,3,159,1
16.36,20.66,76.85,22.04,68.9,1,202,1
39.15,23.08,76.07,31.63,56.2,1,139,1
38.97,23.51,58.64,42.04,70.9,2,154,1
43.85,24.72,81.24,23.11,19.4,2,41,1
29.68,17.65,89.32,47.96,60.8,2,154,0
24.93,19.77,86.42,68.68,34.0,1,100,0
31.96,21.69,77.68,74.02,15.1,3,29,1
23.06,22.49,75.04,34.3,13.9,3,26,1
45.59,18.37,91.26,35.11,19.2,1,47,1
41.76,23.73,88.79,20.16,31.5,3,50,1
37.45,18.45,96.33,29.65,93.3,3,151,1
26.36,23.86,82.27,70.37,37.5,2,98,0
23.85,19.06,86.21,29.42,49.7,3,95,1
42.52,19.02,95.15,31.61,3.0,3,20,1
18.44,16.81,58.26,24.08,82.6,1,243,1
30.95,22.7,76.27,41.15,38.0,1,110,0
33.48,22.63,53.94,72.35,72.0,2,185,0
